"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.16,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,99.58,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,98.33,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.81,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,101.04,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.08,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,100.29,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,98.42,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.03,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,98.8,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.37,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,98.85,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,97.22,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,98.04,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,97.68,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.05,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,97.67,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,94.7,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,70.13,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,69.28,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,81.71,,
"MEX","Mexico","201","Index of industrial production","202010","October 2020","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,87.36,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-01","Jan-1960","IDX","Index","0","Units",,,23.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-02","Feb-1960","IDX","Index","0","Units",,,23.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-03","Mar-1960","IDX","Index","0","Units",,,24,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-04","Apr-1960","IDX","Index","0","Units",,,24.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-05","May-1960","IDX","Index","0","Units",,,24.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-06","Jun-1960","IDX","Index","0","Units",,,24.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-07","Jul-1960","IDX","Index","0","Units",,,24.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-08","Aug-1960","IDX","Index","0","Units",,,24.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-09","Sep-1960","IDX","Index","0","Units",,,25.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-10","Oct-1960","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-11","Nov-1960","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1960-12","Dec-1960","IDX","Index","0","Units",,,26,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-01","Jan-1961","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-02","Feb-1961","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-03","Mar-1961","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-04","Apr-1961","IDX","Index","0","Units",,,26,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-05","May-1961","IDX","Index","0","Units",,,25.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-06","Jun-1961","IDX","Index","0","Units",,,25.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-07","Jul-1961","IDX","Index","0","Units",,,25.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-08","Aug-1961","IDX","Index","0","Units",,,26,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-09","Sep-1961","IDX","Index","0","Units",,,26,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-10","Oct-1961","IDX","Index","0","Units",,,26,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-11","Nov-1961","IDX","Index","0","Units",,,26.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1961-12","Dec-1961","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-01","Jan-1962","IDX","Index","0","Units",,,26.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-02","Feb-1962","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-03","Mar-1962","IDX","Index","0","Units",,,26.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-04","Apr-1962","IDX","Index","0","Units",,,26.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-05","May-1962","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-06","Jun-1962","IDX","Index","0","Units",,,27.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-07","Jul-1962","IDX","Index","0","Units",,,27.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-08","Aug-1962","IDX","Index","0","Units",,,27.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-09","Sep-1962","IDX","Index","0","Units",,,27.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-10","Oct-1962","IDX","Index","0","Units",,,27.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-11","Nov-1962","IDX","Index","0","Units",,,27.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1962-12","Dec-1962","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-01","Jan-1963","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-02","Feb-1963","IDX","Index","0","Units",,,26.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-03","Mar-1963","IDX","Index","0","Units",,,27.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-04","Apr-1963","IDX","Index","0","Units",,,28.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-05","May-1963","IDX","Index","0","Units",,,28.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-06","Jun-1963","IDX","Index","0","Units",,,28.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-07","Jul-1963","IDX","Index","0","Units",,,29.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-08","Aug-1963","IDX","Index","0","Units",,,29.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-09","Sep-1963","IDX","Index","0","Units",,,29.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-10","Oct-1963","IDX","Index","0","Units",,,29.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-11","Nov-1963","IDX","Index","0","Units",,,29.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1963-12","Dec-1963","IDX","Index","0","Units",,,29.43,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-01","Jan-1964","IDX","Index","0","Units",,,30.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-02","Feb-1964","IDX","Index","0","Units",,,30.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-03","Mar-1964","IDX","Index","0","Units",,,31.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-04","Apr-1964","IDX","Index","0","Units",,,30.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-05","May-1964","IDX","Index","0","Units",,,31.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-06","Jun-1964","IDX","Index","0","Units",,,30.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-07","Jul-1964","IDX","Index","0","Units",,,31.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-08","Aug-1964","IDX","Index","0","Units",,,31.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-09","Sep-1964","IDX","Index","0","Units",,,31.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-10","Oct-1964","IDX","Index","0","Units",,,32,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-11","Nov-1964","IDX","Index","0","Units",,,32.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1964-12","Dec-1964","IDX","Index","0","Units",,,32.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-01","Jan-1965","IDX","Index","0","Units",,,32.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-02","Feb-1965","IDX","Index","0","Units",,,32.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-03","Mar-1965","IDX","Index","0","Units",,,32.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-04","Apr-1965","IDX","Index","0","Units",,,32.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-05","May-1965","IDX","Index","0","Units",,,33.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-06","Jun-1965","IDX","Index","0","Units",,,32.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-07","Jul-1965","IDX","Index","0","Units",,,33.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-08","Aug-1965","IDX","Index","0","Units",,,32.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-09","Sep-1965","IDX","Index","0","Units",,,33.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-10","Oct-1965","IDX","Index","0","Units",,,34,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-11","Nov-1965","IDX","Index","0","Units",,,34,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1965-12","Dec-1965","IDX","Index","0","Units",,,34,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-01","Jan-1966","IDX","Index","0","Units",,,34,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-02","Feb-1966","IDX","Index","0","Units",,,34,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-03","Mar-1966","IDX","Index","0","Units",,,34.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-04","Apr-1966","IDX","Index","0","Units",,,35.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-05","May-1966","IDX","Index","0","Units",,,34.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-06","Jun-1966","IDX","Index","0","Units",,,34.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-07","Jul-1966","IDX","Index","0","Units",,,34.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-08","Aug-1966","IDX","Index","0","Units",,,35.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-09","Sep-1966","IDX","Index","0","Units",,,35.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-10","Oct-1966","IDX","Index","0","Units",,,35.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-11","Nov-1966","IDX","Index","0","Units",,,36,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1966-12","Dec-1966","IDX","Index","0","Units",,,35.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-01","Jan-1967","IDX","Index","0","Units",,,35.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-02","Feb-1967","IDX","Index","0","Units",,,35.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-03","Mar-1967","IDX","Index","0","Units",,,35.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-04","Apr-1967","IDX","Index","0","Units",,,36.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-05","May-1967","IDX","Index","0","Units",,,35.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-06","Jun-1967","IDX","Index","0","Units",,,36.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-07","Jul-1967","IDX","Index","0","Units",,,36.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-08","Aug-1967","IDX","Index","0","Units",,,36.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-09","Sep-1967","IDX","Index","0","Units",,,37.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-10","Oct-1967","IDX","Index","0","Units",,,37.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-11","Nov-1967","IDX","Index","0","Units",,,38,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1967-12","Dec-1967","IDX","Index","0","Units",,,38.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-01","Jan-1968","IDX","Index","0","Units",,,38.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-02","Feb-1968","IDX","Index","0","Units",,,38.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-03","Mar-1968","IDX","Index","0","Units",,,39.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-04","Apr-1968","IDX","Index","0","Units",,,39.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-05","May-1968","IDX","Index","0","Units",,,40,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-06","Jun-1968","IDX","Index","0","Units",,,41.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-07","Jul-1968","IDX","Index","0","Units",,,40.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-08","Aug-1968","IDX","Index","0","Units",,,41.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-09","Sep-1968","IDX","Index","0","Units",,,41.99,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-10","Oct-1968","IDX","Index","0","Units",,,42.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-11","Nov-1968","IDX","Index","0","Units",,,42.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1968-12","Dec-1968","IDX","Index","0","Units",,,43.42,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-01","Jan-1969","IDX","Index","0","Units",,,43.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-02","Feb-1969","IDX","Index","0","Units",,,43.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-03","Mar-1969","IDX","Index","0","Units",,,43.99,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-04","Apr-1969","IDX","Index","0","Units",,,44.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-05","May-1969","IDX","Index","0","Units",,,45.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-06","Jun-1969","IDX","Index","0","Units",,,45.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-07","Jul-1969","IDX","Index","0","Units",,,46.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-08","Aug-1969","IDX","Index","0","Units",,,46.85,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-09","Sep-1969","IDX","Index","0","Units",,,46.57,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-10","Oct-1969","IDX","Index","0","Units",,,47.14,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-11","Nov-1969","IDX","Index","0","Units",,,48.28,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1969-12","Dec-1969","IDX","Index","0","Units",,,47.71,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-01","Jan-1970","IDX","Index","0","Units",,,48.59,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-02","Feb-1970","IDX","Index","0","Units",,,49.09,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-03","Mar-1970","IDX","Index","0","Units",,,50.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-04","Apr-1970","IDX","Index","0","Units",,,49.59,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-05","May-1970","IDX","Index","0","Units",,,49.59,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-06","Jun-1970","IDX","Index","0","Units",,,49.59,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-07","Jul-1970","IDX","Index","0","Units",,,51.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-08","Aug-1970","IDX","Index","0","Units",,,50.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-09","Sep-1970","IDX","Index","0","Units",,,50.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-10","Oct-1970","IDX","Index","0","Units",,,51.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-11","Nov-1970","IDX","Index","0","Units",,,51.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1970-12","Dec-1970","IDX","Index","0","Units",,,51.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-01","Jan-1971","IDX","Index","0","Units",,,53.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-02","Feb-1971","IDX","Index","0","Units",,,52.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-03","Mar-1971","IDX","Index","0","Units",,,52.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-04","Apr-1971","IDX","Index","0","Units",,,52.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-05","May-1971","IDX","Index","0","Units",,,52.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-06","Jun-1971","IDX","Index","0","Units",,,53.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-07","Jul-1971","IDX","Index","0","Units",,,53.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-08","Aug-1971","IDX","Index","0","Units",,,53.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-09","Sep-1971","IDX","Index","0","Units",,,53.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-10","Oct-1971","IDX","Index","0","Units",,,54.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-11","Nov-1971","IDX","Index","0","Units",,,53.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1971-12","Dec-1971","IDX","Index","0","Units",,,52.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-01","Jan-1972","IDX","Index","0","Units",,,53.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-02","Feb-1972","IDX","Index","0","Units",,,53.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-03","Mar-1972","IDX","Index","0","Units",,,54.6,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-04","Apr-1972","IDX","Index","0","Units",,,56.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-05","May-1972","IDX","Index","0","Units",,,55.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-06","Jun-1972","IDX","Index","0","Units",,,55.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-07","Jul-1972","IDX","Index","0","Units",,,55.1,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-08","Aug-1972","IDX","Index","0","Units",,,56.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-09","Sep-1972","IDX","Index","0","Units",,,56.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-10","Oct-1972","IDX","Index","0","Units",,,56.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-11","Nov-1972","IDX","Index","0","Units",,,56.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1972-12","Dec-1972","IDX","Index","0","Units",,,58.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-01","Jan-1973","IDX","Index","0","Units",,,58.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-02","Feb-1973","IDX","Index","0","Units",,,59.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-03","Mar-1973","IDX","Index","0","Units",,,57.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-04","Apr-1973","IDX","Index","0","Units",,,59.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-05","May-1973","IDX","Index","0","Units",,,58.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-06","Jun-1973","IDX","Index","0","Units",,,59.11,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-07","Jul-1973","IDX","Index","0","Units",,,59.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-08","Aug-1973","IDX","Index","0","Units",,,59.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-09","Sep-1973","IDX","Index","0","Units",,,61.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-10","Oct-1973","IDX","Index","0","Units",,,61.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-11","Nov-1973","IDX","Index","0","Units",,,61.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1973-12","Dec-1973","IDX","Index","0","Units",,,61.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-01","Jan-1974","IDX","Index","0","Units",,,62.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-02","Feb-1974","IDX","Index","0","Units",,,63.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-03","Mar-1974","IDX","Index","0","Units",,,62.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-04","Apr-1974","IDX","Index","0","Units",,,62.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-05","May-1974","IDX","Index","0","Units",,,62.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-06","Jun-1974","IDX","Index","0","Units",,,63.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-07","Jul-1974","IDX","Index","0","Units",,,63.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-08","Aug-1974","IDX","Index","0","Units",,,64.12,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-09","Sep-1974","IDX","Index","0","Units",,,63.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-10","Oct-1974","IDX","Index","0","Units",,,62.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-11","Nov-1974","IDX","Index","0","Units",,,62.62,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1974-12","Dec-1974","IDX","Index","0","Units",,,59.61,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1975-01","Jan-1975","IDX","Index","0","Units",,,59.53,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1975-02","Feb-1975","IDX","Index","0","Units",,,59.53,,
"NLD","Netherlands","201","Index of industrial production","202010","October 2020","M","Monthly","1975-03","Mar-1975","IDX","Index","0","Units",,,60.12,,
